    item    |    dest    | adjskucovdur | arrivcovdur |   avgreplenqty   |    deliverydate     |    departuredate    | loaddur | precisionbuildsw | precisionloadsw |    stocklowdate     | stocklowdur |    stockoutdate     | stockoutdur | stockoutqty | stocklowqty |  sysorderpointdate  | sysorderuptoleveldate | totalleadtime | transitdur | unloaddur 
 2767211536 | 705552179  |        10080 |       20683 |               74 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          20 |          70 | 2006-11-15 08:43:00 | 2006-11-15 08:43:00   |          2880 |       2880 |         0
 2767211537 | 705552179  |        10080 |       31320 |               28 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           4 |          54 | 2006-11-22 18:00:00 | 2006-11-22 18:00:00   |          2880 |       2880 |         0
 2767211538 | 705552179  |        10080 |       24320 |               51 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          18 |          68 | 2006-11-17 21:20:00 | 2006-11-17 21:20:00   |          2880 |       2880 |         0
 2767211539 | 705552179  |        10080 |       31474 |               41 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          10 |          60 | 2006-11-22 20:34:00 | 2006-11-22 20:34:00   |          2880 |       2880 |         0
 2767211540 | 705552179  |        10080 |       32400 |               18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           4 |          54 | 2006-11-23 12:00:00 | 2006-11-23 12:00:00   |          2880 |       2880 |         0
 2767211541 | 705552179  |        10080 |       24640 |               24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           8 |          58 | 2006-11-18 02:40:00 | 2006-11-18 02:40:00   |          2880 |       2880 |         0
 2767212497 | 706475700  |        10080 |       18850 |               74 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-09 00:00:00 |           0 | 2006-11-14 02:10:00 |           0 |           0 |           0 | 2006-11-14 02:10:00 | 2006-11-14 02:10:00   |          2880 |       2880 |         0
 2767212498 | 706475700  |        10080 |       24000 |               28 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-11-17 16:00:00 |           0 |           0 |          14 | 2006-11-17 16:00:00 | 2006-11-17 16:00:00   |          2880 |       2880 |         0
 2767212499 | 706475700  |        10080 |       23360 |               51 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-09 00:00:00 |           0 | 2006-11-17 05:20:00 |           0 |           0 |           0 | 2006-11-17 05:20:00 | 2006-11-17 05:20:00   |          2880 |       2880 |         0
 2767212500 | 706475700  |        10080 |       28182 |               41 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-31 00:00:00 |        1440 | 2006-11-20 13:42:00 |           0 |           0 |           5 | 2006-11-20 13:42:00 | 2006-11-20 13:42:00   |          2880 |       2880 |         0
 2767212501 | 706475700  |        10080 |       30960 |               18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-11-22 12:00:00 |           0 |           0 |          29 | 2006-11-22 12:00:00 | 2006-11-22 12:00:00   |          2880 |       2880 |         0
 2767212502 | 706475700  |        10080 |       24000 |               24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-11-17 16:00:00 |           0 |           0 |          23 | 2006-11-17 16:00:00 | 2006-11-17 16:00:00   |          2880 |       2880 |         0
 2767213458 | 707399221  |         2880 |        2880 |               20 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          20 |          20 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 2767213459 | 707399221  |         2880 |        2880 |                4 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           4 |           4 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 2767213460 | 707399221  |         2880 |        2880 |               18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          18 |          18 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 2767213461 | 707399221  |         2880 |        2880 |               10 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          10 |          10 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 2767213462 | 707399221  |         2880 |        2880 |                4 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           4 |           4 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 2767213463 | 707399221  |         2880 |        2880 |                8 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           8 |           8 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 2767234600 | 727716683  |        10080 |       11280 |               74 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          20 |          30 | 2006-11-08 20:00:00 | 2006-11-08 20:00:00   |          2880 |       2880 |         0
 2767234601 | 727716683  |        10080 |       11680 |               28 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           4 |          14 | 2006-11-09 02:40:00 | 2006-11-09 02:40:00   |          2880 |       2880 |         0
 2767234602 | 727716683  |        10080 |       14880 |               51 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          18 |          28 | 2006-11-11 08:00:00 | 2006-11-11 08:00:00   |          2880 |       2880 |         0
 2767234603 | 727716683  |        10080 |       11880 |               41 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          10 |          20 | 2006-11-09 06:00:00 | 2006-11-09 06:00:00   |          2880 |       2880 |         0
 2767234604 | 727716683  |        10080 |       13680 |               18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           4 |          14 | 2006-11-10 12:00:00 | 2006-11-10 12:00:00   |          2880 |       2880 |         0
 2767234605 | 727716683  |        10080 |       17280 |               24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           8 |          18 | 2006-11-13 00:00:00 | 2006-11-13 00:00:00   |          2880 |       2880 |         0
 2767235561 | 728640204  |        10080 |       11760 |               74 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          20 |          20 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767235562 | 728640204  |        10080 |       10560 |               28 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           4 |           4 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767235563 | 728640204  |        10080 |       11520 |               51 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          18 |          18 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767235564 | 728640204  |        10080 |       10800 |               41 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |          10 |          10 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767235565 | 728640204  |        10080 |       12960 |               18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           4 |           4 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767235566 | 728640204  |        10080 |       10080 |               24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 00:00:00 |        2880 |           8 |           8 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767236522 | 729563725  |        10080 |       10080 |               74 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 04:48:00 |        2592 | 2006-10-30 04:48:00 |        2592 |          18 |          18 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767236523 | 729563725  |        10080 |       10080 |               28 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-31 00:00:00 |        1440 | 2006-10-31 00:00:00 |        1440 |           2 |           2 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767236524 | 729563725  |        10080 |       10080 |               51 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 05:20:00 |        2560 | 2006-10-30 05:20:00 |        2560 |          16 |          16 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767236525 | 729563725  |        10080 |       10080 |               41 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 09:36:00 |        2304 | 2006-10-30 09:36:00 |        2304 |           8 |           8 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767236526 | 729563725  |        10080 |       10080 |               18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-31 00:00:00 |        1440 | 2006-10-31 00:00:00 |        1440 |           2 |           2 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767236527 | 729563725  |        10080 |       10080 |               24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 12:00:00 |        2160 | 2006-10-30 12:00:00 |        2160 |           6 |           6 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00   |          2880 |       2880 |         0
 2767237483 | 730487246  |        10080 |       15840 |               74 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 04:48:00 |        2592 | 2006-10-30 04:48:00 |        2592 |          18 |          18 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00   |          2880 |       2880 |         0
 2767237484 | 730487246  |        10080 |       15840 |               28 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-31 00:00:00 |        1440 | 2006-10-31 00:00:00 |        1440 |           2 |           2 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00   |          2880 |       2880 |         0
 2767237485 | 730487246  |        10080 |       15840 |               51 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 05:20:00 |        2560 | 2006-10-30 05:20:00 |        2560 |          16 |          16 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00   |          2880 |       2880 |         0
 2767237486 | 730487246  |        10080 |       15840 |               41 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 09:36:00 |        2304 | 2006-10-30 09:36:00 |        2304 |           8 |           8 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00   |          2880 |       2880 |         0
 2767237487 | 730487246  |        10080 |       15840 |               18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-31 00:00:00 |        1440 | 2006-10-31 00:00:00 |        1440 |           2 |           2 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00   |          2880 |       2880 |         0
 2767237488 | 730487246  |        10080 |       15840 |               24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 12:00:00 |        2160 | 2006-10-30 12:00:00 |        2160 |           6 |           6 | 2006-11-12 00:00:00 | 2006-11-12 00:00:00   |          2880 |       2880 |         0
 2767238444 | 731410767  |        10080 |       14400 |               74 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 04:48:00 |        2592 | 2006-10-30 04:48:00 |        2592 |          18 |          18 | 2006-11-11 00:00:00 | 2006-11-11 00:00:00   |          2880 |       2880 |         0
 2767238445 | 731410767  |        10080 |       14400 |               28 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-31 00:00:00 |        1440 | 2006-10-31 00:00:00 |        1440 |           2 |           2 | 2006-11-11 00:00:00 | 2006-11-11 00:00:00   |          2880 |       2880 |         0
 2767238446 | 731410767  |        10080 |       14400 |               51 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 05:20:00 |        2560 | 2006-10-30 05:20:00 |        2560 |          16 |          16 | 2006-11-11 00:00:00 | 2006-11-11 00:00:00   |          2880 |       2880 |         0
 2767238447 | 731410767  |        10080 |       14400 |               41 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 09:36:00 |        2304 | 2006-10-30 09:36:00 |        2304 |           8 |           8 | 2006-11-11 00:00:00 | 2006-11-11 00:00:00   |          2880 |       2880 |         0
 2767238448 | 731410767  |        10080 |       14400 |               18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-31 00:00:00 |        1440 | 2006-10-31 00:00:00 |        1440 |           2 |           2 | 2006-11-11 00:00:00 | 2006-11-11 00:00:00   |          2880 |       2880 |         0
 2767238449 | 731410767  |        10080 |       14400 |               24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 12:00:00 |        2160 | 2006-10-30 12:00:00 |        2160 |           6 |           6 | 2006-11-11 00:00:00 | 2006-11-11 00:00:00   |          2880 |       2880 |         0
 2767239405 | 732334288  |        10080 |       11280 |               74 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 04:48:00 |        2592 |          18 |          28 | 2006-11-08 20:00:00 | 2006-11-08 20:00:00   |          2880 |       2880 |         0
